20130916;1;;;;Gambit Gaming;Samsung Ozone;1-0;Darien,Diamondprox,Alex Ich,Genja,Voidle;Looper,Dandy,Dade,imp,Mata;WR;blue;Season 3 World Championship;Gambit Gaming
20130916;1;;;;Mineski;Fnatic;0-1;Snoy,Kaigu,Yume,Exosen,Tgee;sOAZ,Cyanide,xPeke,puszu,Yellowstar;WR;red;Season 3 World Championship;Mineski
20130916;1;;;;Samsung Ozone;Team Vulcun;1-0;Looper,Dandy,Dade,imp,Mata;Benny,Xmithie,Mancloud,Zuna,Bloodwater;WR;blue;Season 3 World Championship;Samsung Ozone
20130916;1;;;;Gambit Gaming;Mineski;1-0;Darien,Diamondprox,Alex Ich,Genja,Voidle;Snoy,Kaigu,Yume,Exosen,Tgee;WR;blue;Season 3 World Championship;Gambit Gaming
20130916;1;;;;Team Vulcun;Fnatic;1-0;Benny,Xmithie,Mancloud,Zuna,Bloodwater;sOAZ,Cyanide,xPeke,puszu,Yellowstar;WR;blue;Season 3 World Championship;Team Vulcun
20130916;1;;;;OMG;SK Telecom T1;1-0;Gogoing,Loveling,Cool,San,Bigpomelo;Impact,Bengi,Faker,Piglet,Poohmandu;WR;blue;Season 3 World Championship;OMG
20130916;1;;;;Lemondogs;GamingGear;1-0;Zorozero,Dexter,Nukeduck,Tabzz,Mithy;Nbs,Alunir,Mazzerin,DeadlyBrother,Inspirro;WR;blue;Season 3 World Championship;Lemondogs
20130916;1;;;;Team SoloMid;OMG;0-1;Dyrus,The OddOne,Reginald,WildTurtle,Xpecial;Gogoing,Loveling,Cool,San,Bigpomelo;WR;red;Season 3 World Championship;Team SoloMid
20130916;1;;;;SK Telecom T1;Lemondogs;1-0;Impact,Bengi,Faker,Piglet,Poohmandu;Zorozero,Dexter,Nukeduck,Tabzz,Mithy;WR;blue;Season 3 World Championship;SK Telecom T1
20130916;1;;;;GamingGear;Team SoloMid;0-1;Nbs,Alunir,Mazzerin,DeadlyBrother,Inspirro;Dyrus,The OddOne,Reginald,WildTurtle,Xpecial;WR;red;Season 3 World Championship;GamingGear
20130917;1;;;;Fnatic;Gambit Gaming;1-0;sOAZ,Cyanide,xPeke,puszu,Yellowstar;Darien,Diamondprox,Alex Ich,Genja,Voidle;WR;blue;Season 3 World Championship;Fnatic
20130917;1;;;;Mineski;Team Vulcun;0-1;Snoy,Kaigu,Yume,Exosen,Tgee;Benny,Xmithie,Mancloud,Zuna,Bloodwater;WR;red;Season 3 World Championship;Mineski
20130917;1;;;;Samsung Ozone;Fnatic;0-1;Looper,Dandy,Dade,imp,Mata;sOAZ,Cyanide,xPeke,puszu,Yellowstar;WR;red;Season 3 World Championship;Samsung Ozone
20130917;1;;;;Team Vulcun;Gambit Gaming;0-1;Benny,Xmithie,Mancloud,Zuna,Bloodwater;Darien,Diamondprox,Alex Ich,Genja,Voidle;WR;red;Season 3 World Championship;Team Vulcun
20130917;1;;;;Mineski;Samsung Ozone;0-1;Snoy,Kaigu,Yume,Exosen,Tgee;Looper,Dandy,Dade,imp,Mata;WR;red;Season 3 World Championship;Mineski
20130918;1;;;;SK Telecom T1;Team SoloMid;1-0;Impact,Bengi,Faker,Piglet,Poohmandu;Dyrus,The OddOne,Reginald,WildTurtle,Xpecial;WR;blue;Season 3 World Championship;SK Telecom T1
20130918;1;;;;GamingGear;OMG;0-1;Nbs,Alunir,Mazzerin,DeadlyBrother,Inspirro;Gogoing,Loveling,Cool,San,Bigpomelo;WR;red;Season 3 World Championship;GamingGear
20130918;1;;;;Team SoloMid;Lemondogs;1-0;Dyrus,The OddOne,Reginald,WildTurtle,Xpecial;Zorozero,Dexter,Nukeduck,Tabzz,Mithy;WR;blue;Season 3 World Championship;Team SoloMid
20130918;1;;;;SK Telecom T1;GamingGear;1-0;Impact,Bengi,Faker,Piglet,Poohmandu;Nbs,Alunir,Mazzerin,DeadlyBrother,Inspirro;WR;blue;Season 3 World Championship;SK Telecom T1
20130918;1;;;;Lemondogs;OMG;0-1;Zorozero,Dexter,Nukeduck,Tabzz,Mithy;Gogoing,Loveling,Cool,San,Bigpomelo;WR;red;Season 3 World Championship;Lemondogs
20130920;1;;;;Team Vulcun;Mineski;1-0;Benny,Xmithie,Mancloud,Zuna,Bloodwater;Snoy,Kaigu,Yume,Exosen,Tgee;WR;blue;Season 3 World Championship;Team Vulcun
20130920;1;;;;Fnatic;Samsung Ozone;1-0;sOAZ,Cyanide,xPeke,puszu,Yellowstar;Looper,Dandy,Dade,imp,Mata;WR;blue;Season 3 World Championship;Fnatic
20130920;1;;;;Mineski;Gambit Gaming;0-1;Snoy,Kaigu,Yume,Exosen,Tgee;Darien,Diamondprox,Alex Ich,Genja,Voidle;WR;red;Season 3 World Championship;Mineski
20130920;1;;;;Fnatic;Team Vulcun;1-0;sOAZ,Cyanide,xPeke,puszu,Yellowstar;Benny,Xmithie,Mancloud,Zuna,Bloodwater;WR;blue;Season 3 World Championship;Fnatic
20130920;1;;;;Samsung Ozone;Gambit Gaming;1-0;Looper,Dandy,Dade,imp,Mata;Darien,Diamondprox,Alex Ich,Genja,Voidle;WR;blue;Season 3 World Championship;Samsung Ozone
20130921;1;;;;OMG;Team SoloMid;1-0;Gogoing,Loveling,Cool,San,Da7;Dyrus,The OddOne,Reginald,WildTurtle,Xpecial;WR;blue;Season 3 World Championship;OMG
20130921;1;;;;GamingGear;Lemondogs;0-1;Nbs,Alunir,Mazzerin,DeadlyBrother,Inspirro;Zorozero,Dexter,Nukeduck,Tabzz,Mithy;WR;red;Season 3 World Championship;GamingGear
20130921;1;;;;Team SoloMid;SK Telecom T1;0-1;Dyrus,The OddOne,Reginald,WildTurtle,Xpecial;Impact,Bengi,Faker,Piglet,Poohmandu;WR;red;Season 3 World Championship;Team SoloMid
20130921;1;;;;OMG;GamingGear;1-0;Gogoing,Loveling,Cool,San,Bigpomelo;Nbs,Alunir,Mazzerin,DeadlyBrother,Inspirro;WR;blue;Season 3 World Championship;OMG
20130921;1;;;;Lemondogs;SK Telecom T1;0-1;Zorozero,Dexter,Nukeduck,Tabzz,Mithy;Impact,Bengi,Faker,Piglet,Poohmandu;WR;red;Season 3 World Championship;Lemondogs
20130922;1;;;;SK Telecom T1;OMG;1-0;Impact,Bengi,Faker,Piglet,Poohmandu;Gogoing,Loveling,Cool,San,Bigpomelo;WR;blue;Season 3 World Championship;SK Telecom T1
20130922;1;;;;Team SoloMid;GamingGear;0-1;Xpecial,The OddOne,WildTurtle,Reginald,Dyrus;Nbs,Alunir,Mazzerin,DeadlyBrother,Inspirro;WR;red;Season 3 World Championship;Team SoloMid
20130922;1;;;;OMG;Lemondogs;1-0;Gogoing,Loveling,Cool,San,Bigpomelo;Zorozero,Dexter,Nukeduck,Tabzz,Mithy;WR;blue;Season 3 World Championship;OMG
20130922;1;;;;GamingGear;SK Telecom T1;0-1;Nbs,Alunir,Mazzerin,DeadlyBrother,Inspirro;Impact,Bengi,Faker,Piglet,Poohmandu;WR;red;Season 3 World Championship;GamingGear
20130922;1;;;;Lemondogs;Team SoloMid;1-0;Zorozero,Dexter,Nukeduck,Tabzz,Mithy;Dyrus,The OddOne,Reginald,WildTurtle,Xpecial;WR;blue;Season 3 World Championship;Lemondogs
20130922;1;;;;Samsung Ozone;Gambit Gaming;0-1;Looper,Dandy,Dade,imp,Mata;Darien,Diamondprox,Alex Ich,Genja,Voidle;WR;red;Season 3 World Championship;Samsung Ozone
20130922;1;;;;Samsung Ozone;Mineski;1-0;Looper,Dandy,Dade,imp,Mata;Snoy,Kaigu,Yume,Exosen,Tgee;WR;blue;Season 3 World Championship;Samsung Ozone
20130922;1;;;;Gambit Gaming;Team Vulcun;1-0;Darien,Diamondprox,Alex Ich,Genja,Voidle;Benny,Xmithie,Mancloud,Zuna,Bloodwater;WR;blue;Season 3 World Championship;Gambit Gaming
20130922;1;;;;Fnatic;Mineski;1-0;Yellowstar,Cyanide,xPeke,puszu,sOAZ;Snoy,Kaigu,Yume,Exosen,Tgee;WR;blue;Season 3 World Championship;Fnatic
